round,language,implementation,value_type,footprint_bytes,passes
11,cpp,scalar,float,262144,8192
11,cpp,scalar,float,1048576,2048
11,cpp,scalar,float,8388608,256
11,cpp,scalar,float,67108864,32
11,cpp,scalar,double,32768,65536
11,cpp,scalar,double,262144,8192
11,cpp,scalar,double,1048576,2048
11,cpp,scalar,double,8388608,256
11,cpp,scalar,double,67108864,32
11,c,scalar,float,32768,65536
11,c,scalar,float,262144,8192
11,c,scalar,float,1048576,2048
11,c,scalar,float,8388608,256
11,c,scalar,float,67108864,32
11,c,scalar,string16,32768,65536
11,c,scalar,string16,262144,8192
11,c,scalar,string16,1048576,2048
11,c,scalar,string16,8388608,256
11,c,scalar,string16,67108864,32
11,cpp,scalar,string16,32768,65536
11,cpp,scalar,string16,262144,8192
11,cpp,scalar,string16,1048576,2048
11,cpp,scalar,string16,8388608,256
11,cpp,scalar,string16,67108864,32
11,rust,scalar,short,32768,65536
11,rust,scalar,short,262144,8192
11,rust,scalar,short,1048576,2048
11,rust,scalar,short,8388608,256
11,rust,scalar,short,67108864,32
12,c,scalar,string16,32768,65536
12,c,scalar,string16,262144,8192
12,c,scalar,string16,1048576,2048
12,c,scalar,string16,8388608,256
12,c,scalar,string16,67108864,32
12,rust,scalar,string16,32768,65536
12,rust,scalar,string16,262144,8192
12,rust,scalar,string16,1048576,2048
12,rust,scalar,string16,8388608,256
12,rust,scalar,string16,67108864,32
12,rust,scalar,float,32768,65536
12,rust,scalar,float,262144,8192
12,rust,scalar,float,1048576,2048
12,rust,scalar,float,8388608,256
12,rust,scalar,float,67108864,32
12,c,scalar,float,32768,65536
12,c,scalar,float,262144,8192
12,c,scalar,float,1048576,2048
12,c,scalar,float,8388608,256
12,c,scalar,float,67108864,32
12,go,scalar,int,32768,65536
12,go,scalar,int,262144,8192
12,go,scalar,int,1048576,2048
12,go,scalar,int,8388608,256
12,go,scalar,int,67108864,32
12,cpp,avx2,string16,32768,65536
12,cpp,avx2,string16,262144,8192
12,cpp,avx2,string16,1048576,2048
12,cpp,avx2,string16,8388608,256
12,cpp,avx2,string16,67108864,32
12,go,scalar,float,32768,65536
12,go,scalar,float,262144,8192
12,go,scalar,float,1048576,2048
12,go,scalar,float,8388608,256
12,go,scalar,float,67108864,32
12,cpp,scalar,int,32768,65536
12,cpp,scalar,int,262144,8192
12,cpp,scalar,int,1048576,2048
12,cpp,scalar,int,8388608,256
12,cpp,scalar,int,67108864,32
12,go,scalar,double,32768,65536
12,go,scalar,double,262144,8192
12,go,scalar,double,1048576,2048
12,go,scalar,double,8388608,256
12,go,scalar,double,67108864,32
12,rust,scalar,short,32768,65536
12,rust,scalar,short,262144,8192
12,rust,scalar,short,1048576,2048
12,rust,scalar,short,8388608,256
12,rust,scalar,short,67108864,32
12,rust,scalar,int,32768,65536
12,rust,scalar,int,262144,8192
12,rust,scalar,int,1048576,2048
12,rust,scalar,int,8388608,256
12,rust,scalar,int,67108864,32
12,cpp,scalar,short,32768,65536
12,cpp,scalar,short,262144,8192
12,cpp,scalar,short,1048576,2048
12,cpp,scalar,short,8388608,256
12,cpp,scalar,short,67108864,32
12,c,avx2,int,32768,65536
12,c,avx2,int,262144,8192
12,c,avx2,int,1048576,2048
12,c,avx2,int,8388608,256
12,c,avx2,int,67108864,32
12,c,avx2,float,32768,65536
12,c,avx2,float,262144,8192
12,c,avx2,float,1048576,2048
12,c,avx2,float,8388608,256
12,c,avx2,float,67108864,32
12,cpp,avx2,double,32768,65536
12,cpp,avx2,double,262144,8192
12,cpp,avx2,double,1048576,2048
12,cpp,avx2,double,8388608,256
12,cpp,avx2,double,67108864,32
12,c,scalar,int,32768,65536
12,c,scalar,int,262144,8192
12,c,scalar,int,1048576,2048
12,c,scalar,int,8388608,256
12,c,scalar,int,67108864,32
12,cpp,scalar,string16,32768,65536
12,cpp,scalar,string16,262144,8192
12,cpp,scalar,string16,1048576,2048
12,cpp,scalar,string16,8388608,256
12,cpp,scalar,string16,67108864,32
12,cpp,scalar,float,32768,65536
12,cpp,scalar,float,262144,8192
12,cpp,scalar,float,1048576,2048
12,cpp,scalar,float,8388608,256
12,cpp,scalar,float,67108864,32
12,c,scalar,double,32768,65536
12,c,scalar,double,262144,8192
12,c,scalar,double,1048576,2048
12,c,scalar,double,8388608,256
12,c,scalar,double,67108864,32
12,go,scalar,short,32768,65536
12,go,scalar,short,262144,8192
12,go,scalar,short,1048576,2048
12,go,scalar,short,8388608,256
12,go,scalar,short,67108864,32
12,cpp,avx2,float,32768,65536
12,cpp,avx2,float,262144,8192
12,cpp,avx2,float,1048576,2048
12,cpp,avx2,float,8388608,256
12,cpp,avx2,float,67108864,32
12,cpp,avx2,short,32768,65536
12,cpp,avx2,short,262144,8192
12,cpp,avx2,short,1048576,2048
12,cpp,avx2,short,8388608,256
12,cpp,avx2,short,67108864,32
12,go,scalar,string16,32768,65536
12,go,scalar,string16,262144,8192
12,go,scalar,string16,1048576,2048
12,go,scalar,string16,8388608,256
12,go,scalar,string16,67108864,32
12,c,avx2,double,32768,65536
12,c,avx2,double,262144,8192
12,c,avx2,double,1048576,2048
12,c,avx2,double,8388608,256
12,c,avx2,double,67108864,32
12,cpp,scalar,double,32768,65536
12,cpp,scalar,double,262144,8192
12,cpp,scalar,double,1048576,2048
12,cpp,scalar,double,8388608,256
12,cpp,scalar,double,67108864,32
12,c,avx2,short,32768,65536
12,c,avx2,short,262144,8192
12,c,avx2,short,1048576,2048
12,c,avx2,short,8388608,256
12,c,avx2,short,67108864,32
12,cpp,avx2,int,32768,65536
12,cpp,avx2,int,262144,8192
12,cpp,avx2,int,1048576,2048
12,cpp,avx2,int,8388608,256
12,cpp,avx2,int,67108864,32
12,c,scalar,short,32768,65536
12,c,scalar,short,262144,8192
12,c,scalar,short,1048576,2048
12,c,scalar,short,8388608,256
12,c,scalar,short,67108864,32
12,c,avx2,string16,32768,65536
12,c,avx2,string16,262144,8192
12,c,avx2,string16,1048576,2048
12,c,avx2,string16,8388608,256
12,c,avx2,string16,67108864,32
12,rust,scalar,double,32768,65536
12,rust,scalar,double,262144,8192
12,rust,scalar,double,1048576,2048
12,rust,scalar,double,8388608,256
12,rust,scalar,double,67108864,32
13,c,scalar,int,32768,65536
13,c,scalar,int,262144,8192
13,c,scalar,int,1048576,2048
13,c,scalar,int,8388608,256
13,c,scalar,int,67108864,32
13,cpp,avx2,string16,32768,65536
13,cpp,avx2,string16,262144,8192
13,cpp,avx2,string16,1048576,2048
13,cpp,avx2,string16,8388608,256
13,cpp,avx2,string16,67108864,32
13,cpp,scalar,string16,32768,65536
13,cpp,scalar,string16,262144,8192
13,cpp,scalar,string16,1048576,2048
13,cpp,scalar,string16,8388608,256
13,cpp,scalar,string16,67108864,32
13,rust,scalar,double,32768,65536
13,rust,scalar,double,262144,8192
13,rust,scalar,double,1048576,2048
13,rust,scalar,double,8388608,256
13,rust,scalar,double,67108864,32
13,cpp,scalar,float,32768,65536
13,cpp,scalar,float,262144,8192
13,cpp,scalar,float,1048576,2048
13,cpp,scalar,float,8388608,256
13,cpp,scalar,float,67108864,32
13,c,avx2,int,32768,65536
13,c,avx2,int,262144,8192
13,c,avx2,int,1048576,2048
13,c,avx2,int,8388608,256
13,c,avx2,int,67108864,32
13,c,avx2,double,32768,65536
13,c,avx2,double,262144,8192
13,c,avx2,double,1048576,2048
13,c,avx2,double,8388608,256
13,c,avx2,double,67108864,32
13,cpp,scalar,int,32768,65536
13,cpp,scalar,int,262144,8192
13,cpp,scalar,int,1048576,2048
13,cpp,scalar,int,8388608,256
13,cpp,scalar,int,67108864,32
13,go,scalar,string16,32768,65536
13,go,scalar,string16,262144,8192
13,go,scalar,string16,1048576,2048
13,go,scalar,string16,8388608,256
13,go,scalar,string16,67108864,32
13,c,scalar,double,32768,65536
13,c,scalar,double,262144,8192
13,c,scalar,double,1048576,2048
13,c,scalar,double,8388608,256
13,c,scalar,double,67108864,32
13,cpp,avx2,float,32768,65536
13,cpp,avx2,float,262144,8192
13,cpp,avx2,float,1048576,2048
13,cpp,avx2,float,8388608,256
13,cpp,avx2,float,67108864,32
13,go,scalar,short,32768,65536
13,go,scalar,short,262144,8192
13,go,scalar,short,1048576,2048
13,go,scalar,short,8388608,256
13,go,scalar,short,67108864,32
13,c,avx2,short,32768,65536
13,c,avx2,short,262144,8192
13,c,avx2,short,1048576,2048
13,c,avx2,short,8388608,256
13,c,avx2,short,67108864,32
13,c,avx2,float,32768,65536
13,c,avx2,float,262144,8192
13,c,avx2,float,1048576,2048
13,c,avx2,float,8388608,256
13,c,avx2,float,67108864,32
13,cpp,avx2,double,32768,65536
13,cpp,avx2,double,262144,8192
13,cpp,avx2,double,1048576,2048
13,cpp,avx2,double,8388608,256
13,cpp,avx2,double,67108864,32
13,go,scalar,float,32768,65536
13,go,scalar,float,262144,8192
13,go,scalar,float,1048576,2048
13,go,scalar,float,8388608,256
13,go,scalar,float,67108864,32
13,c,scalar,float,32768,65536
13,c,scalar,float,262144,8192
13,c,scalar,float,1048576,2048
13,c,scalar,float,8388608,256
13,c,scalar,float,67108864,32
13,cpp,avx2,short,32768,65536
13,cpp,avx2,short,262144,8192
13,cpp,avx2,short,1048576,2048
13,cpp,avx2,short,8388608,256
13,cpp,avx2,short,67108864,32
13,rust,scalar,float,32768,65536
13,rust,scalar,float,262144,8192
13,rust,scalar,float,1048576,2048
13,rust,scalar,float,8388608,256
13,rust,scalar,float,67108864,32
13,cpp,scalar,short,32768,65536
13,cpp,scalar,short,262144,8192
13,cpp,scalar,short,1048576,2048
13,cpp,scalar,short,8388608,256
13,cpp,scalar,short,67108864,32
13,c,scalar,short,32768,65536
13,c,scalar,short,262144,8192
13,c,scalar,short,1048576,2048
13,c,scalar,short,8388608,256
13,c,scalar,short,67108864,32
13,go,scalar,int,32768,65536
13,go,scalar,int,262144,8192
13,go,scalar,int,1048576,2048
13,go,scalar,int,8388608,256
13,go,scalar,int,67108864,32
13,rust,scalar,string16,32768,65536
13,rust,scalar,string16,262144,8192
13,rust,scalar,string16,1048576,2048
13,rust,scalar,string16,8388608,256
13,rust,scalar,string16,67108864,32
13,rust,scalar,short,32768,65536
13,rust,scalar,short,262144,8192
13,rust,scalar,short,1048576,2048
13,rust,scalar,short,8388608,256
13,rust,scalar,short,67108864,32
13,c,avx2,string16,32768,65536
13,c,avx2,string16,262144,8192
13,c,avx2,string16,1048576,2048
13,c,avx2,string16,8388608,256
13,c,avx2,string16,67108864,32
13,cpp,avx2,int,32768,65536
13,cpp,avx2,int,262144,8192
13,cpp,avx2,int,1048576,2048
13,cpp,avx2,int,8388608,256
13,cpp,avx2,int,67108864,32
13,cpp,scalar,double,32768,65536
13,cpp,scalar,double,262144,8192
13,cpp,scalar,double,1048576,2048
13,cpp,scalar,double,8388608,256
13,cpp,scalar,double,67108864,32
13,rust,scalar,int,32768,65536
13,rust,scalar,int,262144,8192
13,rust,scalar,int,1048576,2048
13,rust,scalar,int,8388608,256
13,rust,scalar,int,67108864,32
13,c,scalar,string16,32768,65536
13,c,scalar,string16,262144,8192
13,c,scalar,string16,1048576,2048
13,c,scalar,string16,8388608,256
13,c,scalar,string16,67108864,32
13,go,scalar,double,32768,65536
13,go,scalar,double,262144,8192
13,go,scalar,double,1048576,2048
13,go,scalar,double,8388608,256
13,go,scalar,double,67108864,32
14,c,scalar,string16,32768,65536
14,c,scalar,string16,262144,8192
14,c,scalar,string16,1048576,2048
14,c,scalar,string16,8388608,256
14,c,scalar,string16,67108864,32
14,cpp,avx2,string16,32768,65536
14,cpp,avx2,string16,262144,8192
14,cpp,avx2,string16,1048576,2048
14,cpp,avx2,string16,8388608,256
14,cpp,avx2,string16,67108864,32
14,c,avx2,double,32768,65536
14,c,avx2,double,262144,8192
14,c,avx2,double,1048576,2048
14,c,avx2,double,8388608,256
14,c,avx2,double,67108864,32
14,c,scalar,int,32768,65536
14,c,scalar,int,262144,8192
14,c,scalar,int,1048576,2048
14,c,scalar,int,8388608,256
14,c,scalar,int,67108864,32
14,rust,scalar,float,32768,65536
14,rust,scalar,float,262144,8192
14,rust,scalar,float,1048576,2048
14,rust,scalar,float,8388608,256
14,rust,scalar,float,67108864,32
14,rust,scalar,string16,32768,65536
14,rust,scalar,string16,262144,8192
14,rust,scalar,string16,1048576,2048
14,rust,scalar,string16,8388608,256
14,rust,scalar,string16,67108864,32
14,cpp,scalar,int,32768,65536
14,cpp,scalar,int,262144,8192
14,cpp,scalar,int,1048576,2048
14,cpp,scalar,int,8388608,256
14,cpp,scalar,int,67108864,32
14,c,avx2,int,32768,65536
14,c,avx2,int,262144,8192
14,c,avx2,int,1048576,2048
14,c,avx2,int,8388608,256
14,c,avx2,int,67108864,32
14,c,scalar,double,32768,65536
14,c,scalar,double,262144,8192
14,c,scalar,double,1048576,2048
14,c,scalar,double,8388608,256
14,c,scalar,double,67108864,32
14,rust,scalar,double,32768,65536
14,rust,scalar,double,262144,8192
14,rust,scalar,double,1048576,2048
14,rust,scalar,double,8388608,256
14,rust,scalar,double,67108864,32
14,c,avx2,string16,32768,65536
14,c,avx2,string16,262144,8192
14,c,avx2,string16,1048576,2048
14,c,avx2,string16,8388608,256
14,c,avx2,string16,67108864,32
14,c,avx2,float,32768,65536
14,c,avx2,float,262144,8192
14,c,avx2,float,1048576,2048
14,c,avx2,float,8388608,256
14,c,avx2,float,67108864,32
14,cpp,scalar,short,32768,65536
14,cpp,scalar,short,262144,8192
14,cpp,scalar,short,1048576,2048
14,cpp,scalar,short,8388608,256
14,cpp,scalar,short,67108864,32
14,c,scalar,float,32768,65536
14,c,scalar,float,262144,8192
14,c,scalar,float,1048576,2048
14,c,scalar,float,8388608,256
14,c,scalar,float,67108864,32
14,cpp,avx2,float,32768,65536
14,cpp,avx2,float,262144,8192
14,cpp,avx2,float,1048576,2048
14,cpp,avx2,float,8388608,256
14,cpp,avx2,float,67108864,32
14,cpp,avx2,double,32768,65536
14,cpp,avx2,double,262144,8192
14,cpp,avx2,double,1048576,2048
14,cpp,avx2,double,8388608,256
14,cpp,avx2,double,67108864,32
14,rust,scalar,short,32768,65536
14,rust,scalar,short,262144,8192
14,rust,scalar,short,1048576,2048
14,rust,scalar,short,8388608,256
14,rust,scalar,short,67108864,32
14,c,avx2,short,32768,65536
14,c,avx2,short,262144,8192
14,c,avx2,short,1048576,2048
14,c,avx2,short,8388608,256
14,c,avx2,short,67108864,32
14,cpp,scalar,double,32768,65536
14,cpp,scalar,double,262144,8192
14,cpp,scalar,double,1048576,2048
14,cpp,scalar,double,8388608,256
14,cpp,scalar,double,67108864,32
14,rust,scalar,int,32768,65536
14,rust,scalar,int,262144,8192
14,rust,scalar,int,1048576,2048
14,rust,scalar,int,8388608,256
14,rust,scalar,int,67108864,32
14,go,scalar,string16,32768,65536
14,go,scalar,string16,262144,8192
14,go,scalar,string16,1048576,2048
14,go,scalar,string16,8388608,256
14,go,scalar,string16,67108864,32
14,cpp,scalar,float,32768,65536
14,cpp,scalar,float,262144,8192
14,cpp,scalar,float,1048576,2048
14,cpp,scalar,float,8388608,256
14,cpp,scalar,float,67108864,32
14,go,scalar,double,32768,65536
14,go,scalar,double,262144,8192
14,go,scalar,double,1048576,2048
14,go,scalar,double,8388608,256
14,go,scalar,double,67108864,32
14,go,scalar,short,32768,65536
14,go,scalar,short,262144,8192
14,go,scalar,short,1048576,2048
14,go,scalar,short,8388608,256
14,go,scalar,short,67108864,32
14,cpp,avx2,short,32768,65536
14,cpp,avx2,short,262144,8192
14,cpp,avx2,short,1048576,2048
14,cpp,avx2,short,8388608,256
14,cpp,avx2,short,67108864,32
14,cpp,scalar,string16,32768,65536
14,cpp,scalar,string16,262144,8192
14,cpp,scalar,string16,1048576,2048
14,cpp,scalar,string16,8388608,256
14,cpp,scalar,string16,67108864,32
14,go,scalar,float,32768,65536
14,go,scalar,float,262144,8192
14,go,scalar,float,1048576,2048
14,go,scalar,float,8388608,256
14,go,scalar,float,67108864,32
14,cpp,avx2,int,32768,65536
14,cpp,avx2,int,262144,8192
14,cpp,avx2,int,1048576,2048
14,cpp,avx2,int,8388608,256
14,cpp,avx2,int,67108864,32
14,c,scalar,short,32768,65536
14,c,scalar,short,262144,8192
14,c,scalar,short,1048576,2048
14,c,scalar,short,8388608,256
14,c,scalar,short,67108864,32
14,go,scalar,int,32768,65536
14,go,scalar,int,262144,8192
14,go,scalar,int,1048576,2048
14,go,scalar,int,8388608,256
14,go,scalar,int,67108864,32
15,cpp,avx2,double,32768,65536
15,cpp,avx2,double,262144,8192
15,cpp,avx2,double,1048576,2048
15,cpp,avx2,double,8388608,256
15,cpp,avx2,double,67108864,32
15,rust,scalar,float,32768,65536
15,rust,scalar,float,262144,8192
15,rust,scalar,float,1048576,2048
15,rust,scalar,float,8388608,256
15,rust,scalar,float,67108864,32
15,rust,scalar,double,32768,65536
15,rust,scalar,double,262144,8192
15,rust,scalar,double,1048576,2048
15,rust,scalar,double,8388608,256
15,rust,scalar,double,67108864,32
15,go,scalar,short,32768,65536
15,go,scalar,short,262144,8192
15,go,scalar,short,1048576,2048
15,go,scalar,short,8388608,256
15,go,scalar,short,67108864,32
15,go,scalar,double,32768,65536
15,go,scalar,double,262144,8192
15,go,scalar,double,1048576,2048
15,go,scalar,double,8388608,256
15,go,scalar,double,67108864,32
15,rust,scalar,int,32768,65536
15,rust,scalar,int,262144,8192
15,rust,scalar,int,1048576,2048
15,rust,scalar,int,8388608,256
15,rust,scalar,int,67108864,32
15,c,scalar,float,32768,65536
15,c,scalar,float,262144,8192
15,c,scalar,float,1048576,2048
15,c,scalar,float,8388608,256
15,c,scalar,float,67108864,32
15,cpp,scalar,double,32768,65536
15,cpp,scalar,double,262144,8192
15,cpp,scalar,double,1048576,2048
15,cpp,scalar,double,8388608,256
15,cpp,scalar,double,67108864,32
15,c,scalar,string16,32768,65536
15,c,scalar,string16,262144,8192
15,c,scalar,string16,1048576,2048
15,c,scalar,string16,8388608,256
15,c,scalar,string16,67108864,32
15,cpp,scalar,short,32768,65536
15,cpp,scalar,short,262144,8192
15,cpp,scalar,short,1048576,2048
15,cpp,scalar,short,8388608,256
15,cpp,scalar,short,67108864,32
15,rust,scalar,string16,32768,65536
15,rust,scalar,string16,262144,8192
15,rust,scalar,string16,1048576,2048
15,rust,scalar,string16,8388608,256
15,rust,scalar,string16,67108864,32
15,cpp,scalar,int,32768,65536
15,cpp,scalar,int,262144,8192
15,cpp,scalar,int,1048576,2048
15,cpp,scalar,int,8388608,256
15,cpp,scalar,int,67108864,32
15,c,avx2,int,32768,65536
15,c,avx2,int,262144,8192
15,c,avx2,int,1048576,2048
15,c,avx2,int,8388608,256
15,c,avx2,int,67108864,32
15,cpp,scalar,float,32768,65536
15,cpp,scalar,float,262144,8192
15,cpp,scalar,float,1048576,2048
15,cpp,scalar,float,8388608,256
15,cpp,scalar,float,67108864,32
15,cpp,scalar,string16,32768,65536
15,cpp,scalar,string16,262144,8192
15,cpp,scalar,string16,1048576,2048
15,cpp,scalar,string16,8388608,256
15,cpp,scalar,string16,67108864,32
15,cpp,avx2,float,32768,65536
15,cpp,avx2,float,262144,8192
15,cpp,avx2,float,1048576,2048
15,cpp,avx2,float,8388608,256
15,cpp,avx2,float,67108864,32
15,c,avx2,string16,32768,65536
15,c,avx2,string16,262144,8192
15,c,avx2,string16,1048576,2048
15,c,avx2,string16,8388608,256
15,c,avx2,string16,67108864,32
15,cpp,avx2,short,32768,65536
15,cpp,avx2,short,262144,8192
15,cpp,avx2,short,1048576,2048
15,cpp,avx2,short,8388608,256
15,cpp,avx2,short,67108864,32
15,c,avx2,short,32768,65536
15,c,avx2,short,262144,8192
15,c,avx2,short,1048576,2048
15,c,avx2,short,8388608,256
15,c,avx2,short,67108864,32
15,go,scalar,int,32768,65536
15,go,scalar,int,262144,8192
15,go,scalar,int,1048576,2048
15,go,scalar,int,8388608,256
15,go,scalar,int,67108864,32
15,go,scalar,float,32768,65536
15,go,scalar,float,262144,8192
15,go,scalar,float,1048576,2048
15,go,scalar,float,8388608,256
15,go,scalar,float,67108864,32
15,c,scalar,double,32768,65536
15,c,scalar,double,262144,8192
15,c,scalar,double,1048576,2048
15,c,scalar,double,8388608,256
15,c,scalar,double,67108864,32
15,c,scalar,short,32768,65536
15,c,scalar,short,262144,8192
15,c,scalar,short,1048576,2048
15,c,scalar,short,8388608,256
15,c,scalar,short,67108864,32
15,go,scalar,string16,32768,65536
15,go,scalar,string16,262144,8192
15,go,scalar,string16,1048576,2048
15,go,scalar,string16,8388608,256
15,go,scalar,string16,67108864,32
15,rust,scalar,short,32768,65536
15,rust,scalar,short,262144,8192
15,rust,scalar,short,1048576,2048
15,rust,scalar,short,8388608,256
15,rust,scalar,short,67108864,32
15,c,scalar,int,32768,65536
15,c,scalar,int,262144,8192
15,c,scalar,int,1048576,2048
15,c,scalar,int,8388608,256
15,c,scalar,int,67108864,32
15,cpp,avx2,int,32768,65536
15,cpp,avx2,int,262144,8192
15,cpp,avx2,int,1048576,2048
15,cpp,avx2,int,8388608,256
15,cpp,avx2,int,67108864,32
15,c,avx2,double,32768,65536
15,c,avx2,double,262144,8192
15,c,avx2,double,1048576,2048
15,c,avx2,double,8388608,256
15,c,avx2,double,67108864,32
15,c,avx2,float,32768,65536
15,c,avx2,float,262144,8192
15,c,avx2,float,1048576,2048
15,c,avx2,float,8388608,256
15,c,avx2,float,67108864,32
15,cpp,avx2,string16,32768,65536
15,cpp,avx2,string16,262144,8192
15,cpp,avx2,string16,1048576,2048
15,cpp,avx2,string16,8388608,256
15,cpp,avx2,string16,67108864,32
